ID,Nombre,FechaNacimiento,Sexo,ValorUnitario,EstadoMora,Embargable
379744,Cotizante379744,1952-08-11,F,30063.608908308343,true,false
423310,Cotizante423310,1962-08-15,F,22676.727166204015,false,false
574193,Cotizante574193,1965-02-15,M,34834.43698947062,true,false
420473,Cotizante420473,1988-09-24,F,38991.36018986866,true,false
780983,Cotizante780983,1988-02-02,F,48889.25080083405,true,true
374429,Cotizante374429,1979-07-17,M,22094.122400892436,false,false
876219,Cotizante876219,1991-04-26,M,33974.34577095795,true,false
36002,Cotizante36002,1998-06-17,M,33709.402766740895,false,true
646693,Cotizante646693,1995-04-15,M,30445.64422490767,false,false
210296,Cotizante210296,1999-02-08,F,40514.837168250495,false,true
876865,Cotizante876865,1966-07-04,M,40376.09763497219,false,true
934014,Cotizante934014,1961-10-18,F,22048.108503974687,false,false
28536,Cotizante28536,1995-03-01,F,39098.454255081684,false,false
641042,Cotizante641042,1987-05-08,M,46060.107127821466,true,false
654959,Cotizante654959,1952-11-10,M,27495.589006729235,true,true
726131,Cotizante726131,1992-04-03,M,49951.45628421258,false,false
780009,Cotizante780009,1969-06-21,F,38618.84190864157,true,true
932921,Cotizante932921,1960-08-10,F,32918.6377605993,true,true
977937,Cotizante977937,1950-04-05,M,42106.21831558593,false,false
924534,Cotizante924534,1980-03-22,M,21513.14629929745,true,true
110992,Cotizante110992,1973-12-13,M,40721.76620237663,false,true
301220,Cotizante301220,1989-10-13,F,23225.11367364423,false,true
887255,Cotizante887255,1973-02-25,F,35234.623580740066,false,false
955618,Cotizante955618,1954-03-14,M,28124.895013629863,true,true
738550,Cotizante738550,1959-03-02,F,37794.240253712145,false,false
572316,Cotizante572316,1994-08-10,M,43746.90230606274,true,false
632182,Cotizante632182,1966-10-10,M,33044.26218555387,true,false
120247,Cotizante120247,1986-03-16,M,45665.905413760294,true,false
945029,Cotizante945029,1969-09-10,F,31780.21001284953,true,true
196933,Cotizante196933,1952-10-02,F,23712.80710429478,false,true
403114,Cotizante403114,1976-07-26,M,29824.439819954416,false,false
172464,Cotizante172464,1959-09-21,F,23378.754765577956,true,false
990683,Cotizante990683,1962-04-19,M,42955.952717782086,true,true
405962,Cotizante405962,1979-04-11,F,21539.047194902854,false,true
449753,Cotizante449753,1993-09-16,F,21033.998151723597,true,false
48256,Cotizante48256,1981-05-13,F,25955.46760713824,false,true
868541,Cotizante868541,1999-03-24,M,35893.38799776448,true,false
982178,Cotizante982178,1959-07-11,F,46886.637235890375,false,false
454035,Cotizante454035,1956-12-21,F,35271.65493476142,true,true
853225,Cotizante853225,1973-04-09,F,35098.25881876552,true,false
828392,Cotizante828392,1991-07-03,M,24711.838759165723,false,true
519810,Cotizante519810,1970-09-17,M,35684.72322125185,false,false
944885,Cotizante944885,1951-02-26,M,41026.79415391169,false,false
930618,Cotizante930618,1951-12-28,M,42982.87084758767,false,true
809090,Cotizante809090,1999-09-14,F,47548.601817403774,true,false
712799,Cotizante712799,1984-08-27,F,45208.57903835231,false,true
733997,Cotizante733997,1958-01-06,M,34126.69976503981,true,true
92837,Cotizante92837,1986-01-24,F,31417.908957238324,false,false
770351,Cotizante770351,1975-02-11,M,42666.17904415465,true,true
968607,Cotizante968607,1966-04-14,M,47710.08395256889,true,false
688855,Cotizante688855,1995-07-27,F,45554.1369383041,true,false
929082,Cotizante929082,1990-07-20,F,47559.12115157665,false,false
971903,Cotizante971903,1970-02-23,M,44733.626474827804,true,false
292830,Cotizante292830,1978-06-21,F,43632.48504223385,true,false
538693,Cotizante538693,1952-03-09,M,38471.73543347548,false,true
612226,Cotizante612226,1974-06-15,F,44519.96832067933,false,true
25220,Cotizante25220,1958-07-27,F,43389.73868016734,true,true
393304,Cotizante393304,1976-10-07,M,31238.78812440677,false,false
990428,Cotizante990428,1966-02-11,M,48159.587509424426,true,true
695675,Cotizante695675,1950-11-19,F,49554.68668778571,true,true
722561,Cotizante722561,1986-09-15,F,23378.62821613713,false,false
965302,Cotizante965302,1991-06-04,M,41151.63642048242,true,false
739419,Cotizante739419,1985-09-18,F,45546.32215255317,false,true
630188,Cotizante630188,1989-01-08,M,49331.56896721152,false,false
735933,Cotizante735933,1983-10-28,M,32349.70513211022,false,true
628729,Cotizante628729,1997-09-07,F,42418.18609428847,true,false
12854,Cotizante12854,1950-02-07,M,34081.85379360617,true,true
596582,Cotizante596582,1994-10-08,F,33535.50883022393,false,false
652023,Cotizante652023,1952-07-25,M,22183.594141703565,false,false
234173,Cotizante234173,1958-02-22,F,27321.207645285136,true,false
284832,Cotizante284832,1988-01-05,F,41946.07556594054,true,false
947799,Cotizante947799,1987-12-03,F,21231.704280216887,true,false
243251,Cotizante243251,1988-02-05,M,30636.60021801254,true,false
502572,Cotizante502572,1972-03-28,F,24271.094256606746,false,false
982567,Cotizante982567,1986-11-12,F,36689.654971883385,false,true
640395,Cotizante640395,1990-12-21,F,27397.401680218678,false,false
327666,Cotizante327666,1964-08-12,F,32725.972450782516,false,false
476032,Cotizante476032,1971-04-08,F,21215.086936634238,false,false
218552,Cotizante218552,1963-11-05,F,23132.285751821837,true,true
897025,Cotizante897025,1981-04-17,M,37314.915445579914,false,true
613695,Cotizante613695,1988-11-04,M,25987.36838611771,false,true
385204,Cotizante385204,1992-08-20,F,23540.957590928683,true,false
760579,Cotizante760579,1959-06-26,F,47065.53504439476,false,true
91687,Cotizante91687,1955-05-17,M,28364.977961455093,false,false
189412,Cotizante189412,1972-05-15,M,48249.10802384298,true,true
235079,Cotizante235079,1982-07-20,M,43352.606100045516,false,true
458553,Cotizante458553,1966-01-05,M,27480.71265896131,false,true
854131,Cotizante854131,1999-04-28,F,40631.54860717702,true,false
634237,Cotizante634237,1956-08-27,M,23453.461830163695,false,false
136877,Cotizante136877,1993-12-17,F,47143.13485436558,true,true
844402,Cotizante844402,1987-02-02,F,47719.75915399043,false,false
288030,Cotizante288030,1987-11-23,M,29813.052697024214,true,false
391332,Cotizante391332,1983-03-11,M,35225.40372146879,false,false
184788,Cotizante184788,1990-11-17,M,32644.45588966539,false,false
302251,Cotizante302251,1983-07-03,F,26275.502580358414,false,false
123070,Cotizante123070,1955-02-23,F,37634.969874513394,true,true
86219,Cotizante86219,1979-10-21,M,44099.84516309276,true,false
895375,Cotizante895375,1975-04-20,F,27317.45924354305,false,false
58155,Cotizante58155,1982-04-26,M,39686.92408100087,false,false
883135,Cotizante883135,1955-06-17,F,32397.769647262707,true,false
