ID,Nombre,FechaNacimiento,Sexo,ValorUnitario,EstadoMora,Embargable
868636,Cotizante868636,1964-04-11,F,23505.01236526169,false,false
326846,Cotizante326846,1989-11-23,F,47873.84690547129,false,false
911847,Cotizante911847,1967-11-24,F,44240.516845182516,true,false
594132,Cotizante594132,1971-09-21,F,33363.00777407922,true,true
707978,Cotizante707978,1976-04-20,F,21997.40700061216,false,false
626954,Cotizante626954,1987-01-16,M,24499.57268338086,true,false
582960,Cotizante582960,1970-08-10,M,26202.0977408699,false,false
417939,Cotizante417939,1953-09-25,F,26989.009535074758,false,true
593680,Cotizante593680,1967-02-28,M,44175.27328700797,false,true
104637,Cotizante104637,1959-02-04,M,45455.60247442713,true,true
739468,Cotizante739468,1988-01-14,M,41145.78839382279,true,false
261222,Cotizante261222,1970-01-23,F,38060.84358826025,true,true
625987,Cotizante625987,1972-02-27,M,21366.801627434033,false,true
736711,Cotizante736711,1971-09-07,M,48924.213274703536,true,false
997978,Cotizante997978,1994-04-01,M,25292.689761230118,false,true
590136,Cotizante590136,1957-04-16,M,48047.22710008151,false,true
63173,Cotizante63173,1987-06-23,F,37974.84250776572,true,true
22893,Cotizante22893,1995-12-22,M,34571.460986952385,true,true
262220,Cotizante262220,1953-08-12,F,31586.951683555355,true,true
350861,Cotizante350861,1997-07-12,M,34624.693293913275,false,true
673434,Cotizante673434,1964-02-15,F,25660.389542005752,true,false
406453,Cotizante406453,1957-02-08,F,36205.97551243254,false,false
235084,Cotizante235084,1963-10-17,M,23435.958015682096,true,true
846586,Cotizante846586,1973-03-15,M,39558.520231439375,false,true
769559,Cotizante769559,1954-08-27,M,21579.81269856563,true,false
481141,Cotizante481141,1953-07-26,M,49741.50680643394,false,false
281655,Cotizante281655,1973-11-18,M,40395.378451743556,false,false
83074,Cotizante83074,1984-06-05,M,32017.494609069618,true,true
594038,Cotizante594038,1956-05-04,F,27333.63253870743,true,true
78707,Cotizante78707,1951-03-03,F,39338.33225950079,false,false
843911,Cotizante843911,1961-10-07,F,42729.32020327932,false,true
503696,Cotizante503696,1981-06-24,M,37083.89826919062,false,false
257606,Cotizante257606,1993-11-11,F,42310.02732602609,true,true
744122,Cotizante744122,1991-04-26,M,22032.51198005975,false,true
851406,Cotizante851406,1978-09-24,M,45262.06158230505,true,false
306443,Cotizante306443,1976-11-13,M,21036.003227601515,false,true
889342,Cotizante889342,1999-10-03,F,20636.951069278457,true,false
689978,Cotizante689978,1953-09-16,F,25570.38808772996,false,false
312093,Cotizante312093,1984-11-13,F,28373.768808219153,false,true
381146,Cotizante381146,1950-11-09,M,30797.130098955,true,false
631026,Cotizante631026,1951-05-11,M,33029.73877808922,true,true
92889,Cotizante92889,1974-05-18,M,22530.9679483445,true,true
68228,Cotizante68228,1951-05-06,F,48649.50539998805,true,false
230902,Cotizante230902,1975-12-23,M,39792.239879288165,false,true
452062,Cotizante452062,1996-04-22,F,21317.326684269916,false,true
605083,Cotizante605083,1964-05-11,M,21092.242417897043,true,false
934900,Cotizante934900,1956-11-26,M,30434.11736119273,false,true
501990,Cotizante501990,1974-02-26,M,38078.1419936778,false,false
292638,Cotizante292638,1988-11-14,M,49574.27570828791,false,false
746283,Cotizante746283,1992-03-16,M,29398.836123707064,true,false
386176,Cotizante386176,1951-07-20,M,30334.09577874035,true,false
661659,Cotizante661659,1990-11-07,F,26983.515253337784,false,false
933696,Cotizante933696,1973-11-08,M,21646.049118967043,false,true
341317,Cotizante341317,1965-07-13,F,29806.443249201882,false,false
794625,Cotizante794625,1987-04-12,M,36094.08494152818,true,false
854439,Cotizante854439,1962-09-13,M,35295.58639464546,true,false
65392,Cotizante65392,1988-03-20,M,32843.51942089422,false,true
460993,Cotizante460993,1957-03-08,M,35170.640496241045,false,false
173528,Cotizante173528,1968-05-13,M,31906.77520458177,false,false
969371,Cotizante969371,1991-11-16,F,42165.80254838178,true,false
590994,Cotizante590994,1972-03-15,F,35955.41588961719,true,true
111230,Cotizante111230,1962-06-10,M,43640.086143222536,false,true
709901,Cotizante709901,1957-12-25,M,20330.709018807658,false,true
124478,Cotizante124478,1952-11-01,M,45000.20769092388,false,false
682479,Cotizante682479,1962-04-06,M,38083.86587670773,false,true
226919,Cotizante226919,1998-02-05,F,48401.712605960754,true,false
895382,Cotizante895382,1973-06-25,F,43925.07732858008,false,false
498085,Cotizante498085,1976-03-19,F,26493.299291658746,false,true
324358,Cotizante324358,1978-11-03,M,49591.78460850968,true,false
328230,Cotizante328230,1996-04-12,F,24771.98647340898,true,true
878260,Cotizante878260,1980-02-23,M,43391.5760837423,false,false
627826,Cotizante627826,1967-10-19,F,23217.418661076492,false,false
921923,Cotizante921923,1990-03-15,M,26448.699066219473,true,false
191652,Cotizante191652,1979-06-18,F,29666.057191013475,false,true
722422,Cotizante722422,1954-01-13,M,35462.30339006732,true,false
980333,Cotizante980333,1959-03-14,F,37572.55212179755,false,true
684813,Cotizante684813,1973-11-11,M,29104.501316779282,false,true
651705,Cotizante651705,1990-01-02,M,46506.81532691051,true,true
687008,Cotizante687008,1993-09-25,F,28604.838319560004,true,false
805561,Cotizante805561,1973-07-28,F,40931.80288540984,false,true
869369,Cotizante869369,1961-06-10,M,48683.25302476672,true,false
261045,Cotizante261045,1963-08-09,F,26228.486095561264,false,false
904934,Cotizante904934,1983-02-27,F,44539.870194755415,false,false
175028,Cotizante175028,1977-08-10,M,38202.56007415691,false,false
819355,Cotizante819355,1978-05-17,F,43589.83726826223,false,false
799883,Cotizante799883,1990-04-02,F,29322.976342239133,false,false
415377,Cotizante415377,1963-11-18,F,43885.96516874136,true,true
153839,Cotizante153839,1997-02-12,M,34198.04506380775,false,false
722812,Cotizante722812,1953-11-10,M,37723.121816271,false,false
461655,Cotizante461655,1980-01-23,M,42479.34177716133,false,true
137732,Cotizante137732,1968-03-04,M,26356.585863782777,false,true
547461,Cotizante547461,1980-05-04,M,20832.837850199398,true,true
540326,Cotizante540326,1962-11-16,M,46396.16311742591,false,true
497739,Cotizante497739,1992-11-21,F,31853.456129157195,true,true
477272,Cotizante477272,1967-07-09,F,44826.6704433595,true,false
937307,Cotizante937307,1994-08-20,M,28592.100334378894,true,true
273436,Cotizante273436,1997-12-05,M,36126.51339230427,false,false
163579,Cotizante163579,1970-03-25,M,24421.292838956855,true,true
541667,Cotizante541667,1979-04-08,F,34343.84215003504,false,true
610996,Cotizante610996,1995-05-07,F,27569.44800799205,false,true
