ID,Nombre,FechaNacimiento,Sexo,ValorUnitario,EstadoMora,Embargable
540335,Cotizante540335,1966-10-16,F,34978.71109949715,false,true
41028,Cotizante41028,1969-05-15,M,21324.86933823314,true,false
232619,Cotizante232619,1975-04-28,M,24474.963203205163,true,true
339274,Cotizante339274,1979-06-10,F,26281.64214554163,false,true
135590,Cotizante135590,1972-04-16,M,22919.385640253066,true,false
495745,Cotizante495745,1986-11-05,M,24050.485143881946,true,true
75845,Cotizante75845,1969-08-05,M,27595.609794157543,true,true
976124,Cotizante976124,1953-02-26,M,44213.9106687843,false,false
991362,Cotizante991362,1962-03-16,M,27519.497829106036,false,true
96487,Cotizante96487,1954-02-18,F,42494.334879774004,false,true
299021,Cotizante299021,1985-07-07,M,48002.719739090186,false,true
110589,Cotizante110589,1992-11-13,M,46843.04987907769,true,true
963920,Cotizante963920,1962-03-21,F,45556.061595517305,true,true
912020,Cotizante912020,1973-04-15,M,42520.550043486815,false,true
8048,Cotizante8048,1989-10-08,F,43541.96321568869,true,true
608465,Cotizante608465,1975-12-21,F,36408.251873949084,false,true
260209,Cotizante260209,1980-08-10,M,20939.466893379096,false,true
10125,Cotizante10125,1967-01-28,F,44727.38799822194,true,true
241318,Cotizante241318,1996-11-06,F,29119.576416060718,false,false
994646,Cotizante994646,1952-01-04,F,26556.015840119904,false,false
71818,Cotizante71818,1968-08-13,F,36107.5974741176,true,true
669893,Cotizante669893,1962-06-24,F,40465.13651444321,true,true
49840,Cotizante49840,1980-08-23,F,29933.043195761897,false,false
339096,Cotizante339096,1982-09-17,M,26560.275807855567,true,false
930972,Cotizante930972,1976-05-25,F,33268.67002489826,true,true
921289,Cotizante921289,1999-09-03,F,41160.051709576255,true,false
579712,Cotizante579712,1984-05-24,M,21139.585714061865,false,false
628880,Cotizante628880,1995-02-14,M,40563.218901378255,false,false
774126,Cotizante774126,1980-05-16,M,43337.57268084286,true,false
383306,Cotizante383306,1984-03-22,M,28576.85846451455,true,false
772146,Cotizante772146,1973-07-28,F,46479.43679682129,true,false
65080,Cotizante65080,1974-08-25,F,25348.828897930885,false,false
33637,Cotizante33637,1953-01-15,M,22106.967109331985,false,false
493893,Cotizante493893,1955-04-17,M,37278.25683048308,false,false
596855,Cotizante596855,1953-12-07,M,23447.07938680073,true,true
697036,Cotizante697036,1961-02-17,M,46865.38378324179,true,true
464438,Cotizante464438,1956-02-09,F,37116.77171614465,false,false
911570,Cotizante911570,1994-02-21,F,47009.40171909713,false,false
397906,Cotizante397906,1994-03-20,M,25428.355228685166,true,false
781920,Cotizante781920,1985-04-12,M,43303.00782748782,false,false
730034,Cotizante730034,1963-07-11,M,26152.357652489216,true,false
923398,Cotizante923398,1990-08-25,M,21687.170868217378,false,false
562619,Cotizante562619,1962-09-07,F,39597.12344772731,true,true
750362,Cotizante750362,1988-09-19,M,24943.337005827372,true,false
696767,Cotizante696767,1994-08-02,M,22974.893924829215,false,true
988294,Cotizante988294,1997-11-06,M,33215.58094461569,true,true
868641,Cotizante868641,1983-03-13,F,27188.614065360798,true,true
177804,Cotizante177804,1979-06-11,M,41384.8686778509,false,true
986023,Cotizante986023,1998-08-23,M,31272.694346998047,false,true
202155,Cotizante202155,1999-09-11,F,20556.175703449564,false,true
210508,Cotizante210508,1958-08-27,M,37527.93864654178,false,true
915567,Cotizante915567,1987-01-28,M,24982.50770082576,false,false
108808,Cotizante108808,1985-11-08,F,44769.69572002713,true,false
993868,Cotizante993868,1968-06-23,F,40900.46266880492,true,false
92256,Cotizante92256,1970-03-05,M,27475.378450996322,false,false
72830,Cotizante72830,1992-10-09,F,49515.1282452754,true,true
81068,Cotizante81068,1960-03-26,F,45629.7294453178,false,true
657964,Cotizante657964,1964-03-27,M,36934.24440288216,false,true
596925,Cotizante596925,1952-01-21,M,40932.81815593979,false,false
763885,Cotizante763885,1955-03-18,F,31021.103782891078,false,false
124340,Cotizante124340,1956-05-02,M,42790.166086314726,false,false
532608,Cotizante532608,1961-08-16,M,39033.335282455366,false,false
977219,Cotizante977219,1969-08-06,M,42009.52764491079,false,false
259014,Cotizante259014,1958-06-01,F,38448.045688084574,true,true
186604,Cotizante186604,1969-04-08,F,24526.59405529473,false,true
94428,Cotizante94428,1953-10-02,M,28737.91305490156,false,true
110898,Cotizante110898,1974-07-03,M,37235.589590755386,false,true
580896,Cotizante580896,1963-11-19,M,26997.48506351182,false,false
413699,Cotizante413699,1974-07-06,M,20616.17288571247,false,false
983291,Cotizante983291,1960-03-07,M,30438.494395680376,false,true
692782,Cotizante692782,1958-03-26,M,24796.720834753833,true,true
361340,Cotizante361340,1961-07-23,M,32774.72003605493,true,true
446356,Cotizante446356,1986-05-23,F,28999.388707645503,false,true
695656,Cotizante695656,1992-12-07,F,45258.9457849192,false,false
919969,Cotizante919969,1997-12-10,M,48697.623548376185,false,true
566077,Cotizante566077,1966-06-06,M,31264.058672077124,true,true
964508,Cotizante964508,1994-11-05,F,32250.396357139263,false,false
765197,Cotizante765197,1972-05-21,F,48498.46349378202,false,true
543546,Cotizante543546,1981-02-14,F,25688.98558634931,false,false
843971,Cotizante843971,1990-09-03,F,41144.587322844,true,true
935696,Cotizante935696,1996-11-17,F,32710.691301004103,false,false
878168,Cotizante878168,1983-11-26,M,31521.230544346246,false,true
577299,Cotizante577299,1986-11-15,F,28955.896901962136,false,true
218019,Cotizante218019,1979-05-22,F,22664.308677876892,true,true
775814,Cotizante775814,1980-04-26,M,41419.208088592546,true,false
145156,Cotizante145156,1962-06-23,M,37954.460595214594,false,false
444529,Cotizante444529,1981-08-25,M,32296.881035070903,false,false
864006,Cotizante864006,1962-12-16,F,44042.94660690133,false,false
885265,Cotizante885265,1951-01-16,F,39427.39428392403,false,true
2699,Cotizante2699,1963-08-16,F,22736.345670373972,false,false
600228,Cotizante600228,1965-12-26,M,37750.588924803014,true,true
127836,Cotizante127836,1970-09-05,M,49736.38757467136,false,true
599914,Cotizante599914,1960-12-07,F,47507.53598887917,false,false
684133,Cotizante684133,1998-03-17,M,21677.57869028242,true,false
374733,Cotizante374733,1985-12-11,M,40373.028285110115,true,false
169532,Cotizante169532,1986-03-25,F,29647.886926830746,true,false
872329,Cotizante872329,1952-03-28,M,48277.376966288604,true,true
669756,Cotizante669756,1974-04-25,F,47464.68081401339,true,false
425662,Cotizante425662,1985-10-16,M,21747.181877770767,true,true
146586,Cotizante146586,1990-02-10,F,44010.968088452246,false,true
