ID,Nombre,FechaNacimiento,Sexo,ValorUnitario,EstadoMora,Embargable
778286,Cotizante778286,1995-04-24,F,46914.48816941693,false,false
818559,Cotizante818559,1964-10-07,M,47197.52372725421,false,true
720606,Cotizante720606,1979-01-05,M,28307.374452752607,true,false
73667,Cotizante73667,1963-04-05,F,39076.715001947225,true,false
636860,Cotizante636860,1972-02-15,F,37579.742425307806,true,true
912146,Cotizante912146,1986-09-02,F,30601.32893340721,false,false
592083,Cotizante592083,1955-11-07,F,43694.50201302612,true,true
10065,Cotizante10065,1987-02-26,F,43001.74986370985,false,false
46131,Cotizante46131,1950-07-16,F,47994.98483229322,false,true
337550,Cotizante337550,1968-09-08,F,32152.164746560193,false,true
961852,Cotizante961852,1977-05-13,F,41963.411258994194,true,false
379468,Cotizante379468,1966-02-07,F,25699.55996333181,true,true
32222,Cotizante32222,1962-05-12,M,37039.18921256204,false,false
249856,Cotizante249856,1982-10-17,M,49529.848420309485,true,false
502471,Cotizante502471,1951-04-18,F,28900.16902622067,false,false
957210,Cotizante957210,1953-01-04,M,24543.088722846565,true,true
448516,Cotizante448516,1981-11-14,F,26223.478004721983,false,true
147872,Cotizante147872,1974-06-15,F,35321.24778935449,true,true
389400,Cotizante389400,1985-06-06,F,25413.488893825826,true,true
546304,Cotizante546304,1981-05-23,M,38992.99740052294,true,true
11289,Cotizante11289,1968-07-20,M,45187.63286303864,true,true
634717,Cotizante634717,1956-04-06,F,22855.605652701957,true,true
972354,Cotizante972354,1971-03-27,M,35019.1970945859,true,false
402746,Cotizante402746,1959-01-20,M,36233.54082109055,false,false
516883,Cotizante516883,1986-09-20,F,20354.214267769687,false,false
652937,Cotizante652937,1969-10-21,M,42358.134086283026,true,false
836401,Cotizante836401,1996-10-10,M,42752.24888499608,true,false
258362,Cotizante258362,1954-03-20,F,30867.984037551036,false,true
48986,Cotizante48986,1959-04-09,F,29896.827777265113,false,false
737441,Cotizante737441,1983-03-14,F,33989.82022986126,false,false
282212,Cotizante282212,1964-06-11,M,32659.930464745205,true,true
464124,Cotizante464124,1984-04-06,M,42657.82815355527,true,true
749080,Cotizante749080,1984-03-28,F,23242.210760065318,true,true
696568,Cotizante696568,1966-10-14,M,44859.349548129845,false,true
243799,Cotizante243799,1959-12-28,F,36328.31347869947,true,true
16259,Cotizante16259,1969-08-23,M,24007.549665446088,true,false
133424,Cotizante133424,1968-01-08,F,26044.604627477016,false,false
388032,Cotizante388032,1974-09-22,M,31040.642154119992,true,false
470527,Cotizante470527,1977-05-09,F,35558.051552344165,true,false
63092,Cotizante63092,1999-11-13,M,36522.98490264469,false,true
889738,Cotizante889738,1973-11-09,M,35138.619238899824,true,true
103862,Cotizante103862,1974-01-13,F,27020.281151529787,false,false
359726,Cotizante359726,1977-04-27,M,23012.979642170412,false,false
868748,Cotizante868748,1969-09-23,F,26817.56832398428,false,false
812811,Cotizante812811,1972-10-14,M,37930.70744838915,true,false
399529,Cotizante399529,1977-06-26,M,48315.58553554563,false,false
135446,Cotizante135446,1953-02-18,F,46187.119896377415,false,true
618239,Cotizante618239,1996-06-22,F,38335.596356437556,false,true
616227,Cotizante616227,1993-09-01,F,22410.192466118486,false,false
996070,Cotizante996070,1989-12-03,M,30697.350480519177,false,true
610409,Cotizante610409,1995-11-21,M,36737.98399427446,true,true
454960,Cotizante454960,1981-02-04,F,37553.58778699137,true,true
203456,Cotizante203456,1956-01-01,M,30173.229571205004,true,false
770818,Cotizante770818,1982-10-01,F,49441.351176309465,false,false
894110,Cotizante894110,1951-01-04,F,44575.281033158346,true,true
592455,Cotizante592455,1998-09-22,F,22976.490698733018,true,false
101280,Cotizante101280,1998-08-23,F,43125.434267239485,false,true
342916,Cotizante342916,1979-12-24,F,25208.143493333246,false,true
369040,Cotizante369040,1981-08-21,F,28127.214487419817,true,false
88052,Cotizante88052,1959-10-23,F,29050.402645953007,true,true
284419,Cotizante284419,1991-04-21,M,44773.33297765476,false,false
44782,Cotizante44782,1973-07-03,M,30869.03336050234,false,true
2496,Cotizante2496,1979-01-13,M,29077.841242883427,true,false
791038,Cotizante791038,1982-10-23,M,48872.04775755301,false,true
784766,Cotizante784766,1966-05-12,F,48987.0874949572,false,false
793768,Cotizante793768,1952-07-28,M,25183.408427364717,true,true
381306,Cotizante381306,1981-08-26,F,35318.75439480593,false,false
431048,Cotizante431048,1996-03-11,M,30510.379137287677,false,true
843243,Cotizante843243,1982-07-13,M,39916.78390978932,true,true
676169,Cotizante676169,1964-06-10,M,39483.90017357579,true,false
787284,Cotizante787284,1977-04-04,M,24720.6255820635,false,true
356064,Cotizante356064,1987-03-27,F,37209.334862336604,false,true
94461,Cotizante94461,1951-10-11,M,38315.269167535815,true,true
193986,Cotizante193986,1982-08-03,F,20204.73850535883,false,false
225938,Cotizante225938,1994-10-28,F,28032.61053931019,false,true
192772,Cotizante192772,1998-09-26,F,48773.30969370537,false,true
751857,Cotizante751857,1986-07-24,M,26149.217695397485,false,false
800040,Cotizante800040,1959-08-17,M,41427.577770231044,true,false
222246,Cotizante222246,1962-07-08,F,21281.797651968067,false,true
69108,Cotizante69108,1995-03-03,M,26327.806759093673,false,true
745440,Cotizante745440,1982-03-03,F,27197.622222770653,false,true
143389,Cotizante143389,1985-02-26,M,43819.18908912453,false,true
154645,Cotizante154645,1996-03-28,F,49585.97896528532,true,true
166509,Cotizante166509,1950-06-04,F,38394.89126133896,false,true
756145,Cotizante756145,1991-07-14,F,27817.886659715623,false,true
438619,Cotizante438619,1958-06-24,M,21066.68773461449,false,false
573493,Cotizante573493,1994-07-01,F,49520.03075968787,false,false
458185,Cotizante458185,1950-02-24,F,30043.38425187926,true,true
578474,Cotizante578474,1981-08-25,M,45522.50772492933,false,true
901342,Cotizante901342,1997-05-27,M,26817.00616864238,false,true
440657,Cotizante440657,1965-03-14,F,48891.86140627651,true,true
972080,Cotizante972080,1956-12-23,M,27702.712186221153,true,false
240358,Cotizante240358,1978-03-15,F,42116.01106458091,true,false
721709,Cotizante721709,1973-03-17,M,29305.597959686493,true,true
162094,Cotizante162094,1966-04-04,F,29884.660182596886,true,true
436666,Cotizante436666,1979-02-09,M,38221.24535457106,false,false
750626,Cotizante750626,1956-05-24,M,21398.33787696788,true,true
200772,Cotizante200772,1994-02-24,M,40391.042669739865,false,true
215848,Cotizante215848,1964-05-04,M,26498.356582309832,false,true
263651,Cotizante263651,1988-11-09,F,46777.92520531292,false,false
