ID,Nombre,FechaNacimiento,Sexo,ValorUnitario,EstadoMora,Embargable
761682,Cotizante761682,1995-07-08,F,29584.004932696975,false,true
876568,Cotizante876568,1990-12-22,M,21509.694860737116,true,true
902320,Cotizante902320,1972-11-26,F,42853.06488293039,false,true
628502,Cotizante628502,1991-04-04,F,30709.328894615996,true,false
420644,Cotizante420644,1955-08-07,F,45477.91129779957,true,true
207764,Cotizante207764,1952-06-24,M,27312.663684999236,false,true
628113,Cotizante628113,1971-09-13,F,46410.3107382024,false,true
486078,Cotizante486078,1966-09-07,M,20389.039949537724,false,true
861352,Cotizante861352,1957-10-08,M,43317.69719429863,false,false
436425,Cotizante436425,1952-07-09,M,37830.81683707213,false,false
246597,Cotizante246597,1953-03-12,F,43886.51226806209,true,false
801856,Cotizante801856,1997-01-14,M,20566.69752778744,false,false
206850,Cotizante206850,1971-12-20,F,34051.311819454284,true,false
254614,Cotizante254614,1957-05-06,F,46671.62149459543,false,true
757714,Cotizante757714,1995-08-17,F,23042.212831648645,false,true
151050,Cotizante151050,1982-04-22,F,45699.99760865285,false,false
113816,Cotizante113816,1953-08-20,M,30702.146285546773,false,true
939901,Cotizante939901,1999-02-09,F,38252.71424574415,true,true
338962,Cotizante338962,1967-02-01,F,29294.066363532766,false,false
760637,Cotizante760637,1980-12-28,M,30492.970347904316,false,false
911106,Cotizante911106,1959-07-05,F,26358.405654132388,false,true
642603,Cotizante642603,1993-08-18,M,20658.085282022224,true,true
643574,Cotizante643574,1969-12-13,F,49116.87141294377,true,true
315973,Cotizante315973,1953-06-20,F,48546.71356093245,true,false
14682,Cotizante14682,1987-02-15,F,40031.5747759307,true,true
669731,Cotizante669731,1963-12-25,F,40121.717525959844,true,false
714536,Cotizante714536,1955-07-28,F,49857.58054495214,false,true
32916,Cotizante32916,1986-10-21,F,46850.90583270522,false,true
290995,Cotizante290995,1989-10-05,F,27460.118845790275,true,false
995144,Cotizante995144,1984-11-19,M,46712.21010455585,true,false
154958,Cotizante154958,1973-08-26,F,23847.888737084657,true,false
